year,category,nominee,winner
1975,Film | Supporting Actor in 1975,Randy Quaid,False
1975,Film | Supporting Actor in 1975,Adam Faith,False
1975,Film | Supporting Actress in 1975,Ingrid Bergman,True
1975,Film | Supporting Actress in 1975,Cindy Williams,False
1975,Film | Supporting Actress in 1975,Sylvia Sidney,False
1975,Film | Supporting Actress in 1975,Sylvia Syms,False
1975,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1975,Lacombe Lucien,True
1975,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1975,The Autobiography Of Miss Jane Pittman,False
1976,Film | Actor in 1976,Al Pacino,True
1976,Film | Actor in 1976,Richard Dreyfuss,False
1976,Film | Actor in 1976,Gene Hackman,False
1976,Film | Actor in 1976,Dustin Hoffman,False
1976,Film | Actress in 1976,Ellen Burstyn,True
1976,Film | Actress in 1976,Anne Bancroft,False
1976,Film | Actress in 1976,Valerie Perrine,False
1976,Film | Actress in 1976,Liv Ullman,False
1976,Film | Animated Film in 1976,Great,True
1976,Film | Animated Film in 1976,The Owl Who Married A Goose,False
1976,Film | Anthony Asquith Award for Original Film Music in 1976,Jaws/The Towering Inferno,True
1976,Film | Anthony Asquith Award for Original Film Music in 1976,The Godfather Part II,False
1976,Film | Anthony Asquith Award for Original Film Music in 1976,The Taking Of Pelham 123,False
1976,Film | Anthony Asquith Award for Original Film Music in 1976,The Wind And The Lion,False
1976,Film | Art Direction in 1976,Rollerball,True
1976,Film | Art Direction in 1976,Barry Lyndon,False
1976,Film | Art Direction in 1976,The Day Of The Locust,False
1976,Film | Art Direction in 1976,The Towering Inferno,False
1976,Film | Cinematography in 1976,Barry Lyndon,True
1976,Film | Cinematography in 1976,The Man Who Would Be King,False
1976,Film | Cinematography in 1976,Rollerball,False
1976,Film | Cinematography in 1976,The Towering Inferno,False
1976,Film | Costume Design in 1976,The Day Of The Locust,True
1976,Film | Costume Design in 1976,Barry Lyndon,False
1976,Film | Costume Design in 1976,The Four Musketeers,False
1976,Film | Costume Design in 1976,The Man Who Would Be King,False
1976,Film | Direction in 1976,Barry Lyndon,True
1976,Film | Direction in 1976,Alice Doesn't Live Here Anymore,False
1976,Film | Direction in 1976,Dog Day Afternoon,False
1976,Film | Direction in 1976,Jaws,False
1976,Film | Fellowship in 1976,Charles Chaplin,True
1976,Film | Fellowship in 1976,Laurence Olivier,True
1976,Film | Film in 1976,Alice Doesn't Live Here Anymore,True
1976,Film | Film in 1976,Barry Lyndon,False
1976,Film | Film in 1976,Dog Day Afternoon,False
1976,Film | Film in 1976,Jaws,False
1976,Film | Film Editing in 1976,Dog Day Afternoon,True
1976,Film | Film Editing in 1976,The Godfather Part II,False
1976,Film | Film Editing in 1976,Jaws,False
1976,Film | Film Editing in 1976,Rollerball,False
1976,Film | John Grierson Award (Short Film) in 1976,Sea Area Forties,True
1976,Film | John Grierson Award (Short Film) in 1976,Leaving Lily,False
1976,Film | John Grierson Award (Short Film) in 1976,The Living Woodland,False
1976,Film | John Grierson Award (Short Film) in 1976,Waiting On Weather,False
1976,Film | Most Promising Newcomer To Leading Film Roles in 1976,Valerie Perrine,True
1976,Film | Most Promising Newcomer To Leading Film Roles in 1976,Robert De Niro,False
1976,Film | Most Promising Newcomer To Leading Film Roles in 1976,Alfred Lutter,False
1976,Film | Most Promising Newcomer To Leading Film Roles in 1976,Lily Tomlin,False
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",The Early Americans,True
1976,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1976",Seven Green Bottles,False
1976,Film | Screenplay in 1976,Alice Doesn't Live Here Anymore,True
1976,Film | Screenplay in 1976,Dog Day Afternoon,False
1976,Film | Screenplay in 1976,Jaws,False
1976,Film | Screenplay in 1976,Nashville,False
1976,Film | Soundtrack in 1976,Nashville,True
1976,Film | Soundtrack in 1976,Dog Day Afternoon,False
1976,Film | Soundtrack in 1976,Jaws,False
1976,Film | Soundtrack in 1976,Rollerball,False
1976,Film | Specialised Film in 1976,The Curiosity That Kills The Cat,True
1976,Film | Specialised Film in 1976,How An Aeroplane Flies Part I,False
1976,Film | Specialised Film in 1976,The Oil In Your Engine,False
1976,Film | Supporting Actor in 1976,Fred Astaire,True
1976,Film | Supporting Actor in 1976,Martin Balsam,False
1976,Film | Supporting Actor in 1976,Burgess Meredith,False
1976,Film | Supporting Actor in 1976,Jack Warden,False
1976,Film | Supporting Actress in 1976,Diane Ladd,True
1976,Film | Supporting Actress in 1976,Ronee Blakley,False
1976,Film | Supporting Actress in 1976,Lelia Goldoni,False
1976,Film | Supporting Actress in 1976,Gwen Welles,False
1976,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1976,Conrack,True
1977,Film | Actor in 1977,Jack Nicholson,True
1977,Film | Actor in 1977,Robert De Niro,False
1977,Film | Actor in 1977,Dustin Hoffman,False
1977,Film | Actor in 1977,Walter Matthau,False
1977,Film | Actress in 1977,Louise Fletcher,True
1977,Film | Actress in 1977,Lauren Bacall,False
1977,Film | Actress in 1977,Rita Moreno,False
1977,Film | Actress in 1977,Liv Ullman,False
1977,Film | Anthony Asquith Memorial Award in 1977,Taxi Driver,True
1977,Film | Anthony Asquith Memorial Award in 1977,Bugsy Malone,False
1977,Film | Anthony Asquith Memorial Award in 1977,One Flew Over The Cuckoo's Nest,False
1977,Film | Anthony Asquith Memorial Award in 1977,The Slipper And The Rose,False
1977,Film | Cinematography in 1977,Picnic At Hanging Rock,True
1977,Film | Cinematography in 1977,Aces High,False
1977,Film | Cinematography in 1977,All The President's Men,False
1977,Film | Cinematography in 1977,One Flew Over The Cuckoo's Nest,False
1977,Film | Costume Design in 1977,The Marquise Of O (Die Marquise Von O),True
1977,Film | Costume Design in 1977,Bugsy Malone,False
1977,Film | Costume Design in 1977,Picnic At Hanging Rock,False
1977,Film | Costume Design in 1977,The Slipper And The Rose,False
1977,Film | Direction in 1977,One Flew Over The Cuckoo's Nest,True
1977,Film | Direction in 1977,All The President's Men,False
1977,Film | Direction in 1977,Bugsy Malone,False
1977,Film | Direction in 1977,Taxi Driver,False
1977,Film | Fellowship in 1977,Denis Forman,True
1977,Film | Film in 1977,One Flew Over The Cuckoo's Nest,True
1977,Film | Film in 1977,All The President's Men,False
1977,Film | Film in 1977,Bugsy Malone,False
1977,Film | Film in 1977,Taxi Driver,False
1977,Film | Film Editing in 1977,One Flew Over The Cuckoo's Nest,True
1977,Film | Film Editing in 1977,All The President's Men,False
1977,Film | Film Editing in 1977,Marathon Man,False
1977,Film | Film Editing in 1977,Taxi Driver,False
1977,Film | Most Promising Newcomer To Leading Film Roles in 1977,Jodie Foster,True
1977,Film | Production Design in 1977,Bugsy Malone,True
1977,Film | Production Design in 1977,All The President's Men,False
1977,Film | Production Design in 1977,King Kong,False
1977,Film | Production Design in 1977,The Slipper And The Rose,False
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",The Canadians (Los Canadienses),True
1977,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1977",White Rock,False
1977,Film | Screenplay in 1977,Bugsy Malone,True
1977,Film | Screenplay in 1977,All The President's Men,False
1977,Film | Screenplay in 1977,One Flew Over The Cuckoo's Nest,False
1977,Film | Screenplay in 1977,The Sunshine Boys,False
1977,Film | Short Factual Film in 1977,The End Of The Road,True
1977,Film | Short Factual Film in 1977,Energy In Perspective,False
1977,Film | Short Factual Film in 1977,The Speed Sailors,False
1977,Film | Short Fictional Film in 1977,Category not awarded this year,True
1977,Film | Soundtrack in 1977,Bugsy Malone,True
1977,Film | Soundtrack in 1977,All The President's Men,False
1977,Film | Soundtrack in 1977,One Flew Over The Cuckoo's Nest,False
1977,Film | Soundtrack in 1977,Picnic At Hanging Rock,False
1977,Film | Specialised Film in 1977,Hydraulics,True
1977,Film | Specialised Film in 1977,For The Want Of A Nail,False
1977,Film | Specialised Film in 1977,Let's Sleep On It,False
1977,Film | Specialised Film in 1977,Proteins,False
1977,Film | Specialised Film in 1977,Slender Chance,False
1977,Film | Supporting Actor in 1977,Brad Dourif,True
1977,Film | Supporting Actor in 1977,Martin Balsam,False
1977,Film | Supporting Actor in 1977,Michael Hordern,False
1977,Film | Supporting Actor in 1977,Jason Robards,False
1977,Film | Supporting Actress in 1977,Jodie Foster,True
1977,Film | Supporting Actress in 1977,Annette Crosbie,False
1977,Film | Supporting Actress in 1977,Vivien Merchant,False
1977,Film | Supporting Actress in 1977,Billie Whitelaw,False
1977,Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1977,Category not awarded this year,True
1978,Film | Actor in 1978,Peter Finch,True
1978,Film | Actor in 1978,Woody Allen,False
1978,Film | Actor in 1978,William Holden,False
1978,Film | Actor in 1978,Sylvester Stallone,False
1978,Film | Actress in 1978,Diane Keaton,True
1978,Film | Actress in 1978,Faye Dunaway,False
1978,Film | Actress in 1978,Shelley Duvall,False
1978,Film | Actress in 1978,Lily Tomlin,False
1978,Film | Anthony Asquith Award for Original Film Music in 1978,A Bridge Too Far,True
1978,Film | Anthony Asquith Award for Original Film Music in 1978,Equus,False
1978,Film | Anthony Asquith Award for Original Film Music in 1978,The Spy Who Loved Me,False
1978,Film | Anthony Asquith Award for Original Film Music in 1978,A Star Is Born,False
1978,Film | Cinematography in 1978,A Bridge Too Far,True
1978,Film | Cinematography in 1978,The Deep,False
1978,Film | Cinematography in 1978,Fellini's Casanova (Il Casanova Di Federico Fellini),False
1978,Film | Cinematography in 1978,Valentino,False
1978,Film | Costume Design in 1978,Fellini's Casanova (Il Casanova Di Federico Fellini),True
1978,Film | Costume Design in 1978,Joseph Andrews,False
1978,Film | Costume Design in 1978,"New York, New York",False
1978,Film | Costume Design in 1978,Valentino,False
1978,Film | Direction in 1978,Annie Hall,True
1978,Film | Direction in 1978,A Bridge Too Far,False
1978,Film | Direction in 1978,Network,False
1978,Film | Direction in 1978,Rocky,False
1978,Film | Factual Film in 1978,The Living City,True
1978,Film | Factual Film in 1978,Pipeline Alaska,False
1978,Film | Factual Film in 1978,Reflections - Ireland,False
1978,Film | Factual Film in 1978,The Shetland Experience,False
1978,Film | Fellowship in 1978,Fred Zinnemann,True
1978,Film | Fictional Film in 1978,The Bead Game,True
1978,Film | Fictional Film in 1978,The Chinese Word For Horse,False
1978,Film | Fictional Film in 1978,The Sand Castle,False
1978,Film | Film in 1978,Annie Hall,True
1978,Film | Film in 1978,A Bridge Too Far,False
1978,Film | Film in 1978,Network,False
1978,Film | Film in 1978,Rocky,False
1978,Film | Film Editing in 1978,Annie Hall,True
1978,Film | Film Editing in 1978,A Bridge Too Far,False
1978,Film | Film Editing in 1978,Network,False
1978,Film | Film Editing in 1978,Rocky,False
1978,Film | Most Promising Newcomer To Leading Film Roles in 1978,Isabelle Huppert,True
1978,Film | Most Promising Newcomer To Leading Film Roles in 1978,Olimpia Carlisi,False
1978,Film | Most Promising Newcomer To Leading Film Roles in 1978,Jeannette Clift,False
1978,Film | Most Promising Newcomer To Leading Film Roles in 1978,Saverio Marconi,False
1978,Film | Production Design in 1978,Fellini's Casanova (Il Casanova Di Federico Fellini),True
1978,Film | Production Design in 1978,A Bridge Too Far,False
1978,Film | Production Design in 1978,The Spy Who Loved Me,False
1978,Film | Production Design in 1978,Valentino,False
1978,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1978",Category not awarded this year,True
1978,Film | Screenplay in 1978,Annie Hall,True
1978,Film | Screenplay in 1978,Equus,False
1978,Film | Screenplay in 1978,Network,False
1978,Film | Screenplay in 1978,Rocky,False
1978,Film | Soundtrack in 1978,A Bridge Too Far,True
1978,Film | Soundtrack in 1978,Network,False
1978,Film | Soundtrack in 1978,"New York, New York",False
1978,Film | Soundtrack in 1978,A Star Is Born,False
1978,Film | Specialised Film in 1978,Path Of The Paddle,True
1978,Film | Specialised Film in 1978,Hazchem,False
1978,Film | Specialised Film in 1978,How The Motor Works: Part II - The Carburettor,False
1978,Film | Supporting Actor in 1978,Edward Fox,True
1978,Film | Supporting Actor in 1978,Colin Blakely,False
1978,Film | Supporting Actor in 1978,Robert Duvall,False
1978,Film | Supporting Actor in 1978,Zero Mostel,False
1978,Film | Supporting Actress in 1978,Jenny Agutter,True
1978,Film | Supporting Actress in 1978,Geraldine Chaplin,False
1978,Film | Supporting Actress in 1978,Joan Plowright,False
1978,Film | Supporting Actress in 1978,Shelley Winters,False
1979,Film | Actor in 1979,Richard Dreyfuss,True
1979,Film | Actor in 1979,Brad Davis,False
1979,Film | Actor in 1979,Anthony Hopkins,False
1979,Film | Actor in 1979,Peter Ustinov,False
1979,Film | Actress in 1979,Jane Fonda,True
1979,Film | Actress in 1979,Anne Bancroft,False
1979,Film | Actress in 1979,Jill Clayburgh,False
1979,Film | Actress in 1979,Marsha Mason,False
1979,Film | Anthony Asquith Award for Original Film Music in 1979,Star Wars,True
1979,Film | Anthony Asquith Award for Original Film Music in 1979,Close Encounters Of The Third Kind,False
1979,Film | Anthony Asquith Award for Original Film Music in 1979,Julia,False
1979,Film | Anthony Asquith Award for Original Film Music in 1979,Saturday Night Fever,False
1979,Film | Cinematography in 1979,Julia,True
1979,Film | Cinematography in 1979,Close Encounters Of The Third Kind,False
1979,Film | Cinematography in 1979,The Duellists,False
1979,Film | Cinematography in 1979,Superman,False
1979,Film | Costume Design in 1979,Death On The Nile,True
1979,Film | Costume Design in 1979,The Duellists,False
1979,Film | Costume Design in 1979,Julia,False
1979,Film | Costume Design in 1979,Star Wars,False
1979,Film | Direction in 1979,Midnight Express,True
1979,Film | Direction in 1979,Close Encounters Of The Third Kind,False
1979,Film | Direction in 1979,Julia,False
1979,Film | Direction in 1979,A Wedding,False
1979,Film | Film in 1979,Julia,True
1979,Film | Film in 1979,Close Encounters Of The Third Kind,False
1979,Film | Film in 1979,Midnight Express,False
1979,Film | Film in 1979,Star Wars,False
1979,Film | Film Editing in 1979,Midnight Express,True
1979,Film | Film Editing in 1979,Close Encounters Of The Third Kind,False
1979,Film | Film Editing in 1979,Julia,False
1979,Film | Film Editing in 1979,Star Wars,False
1979,Film | Most Promising Newcomer To Leading Film Roles in 1979,Christopher Reeve,True
1979,Film | Most Promising Newcomer To Leading Film Roles in 1979,Brad Davis,False
1979,Film | Most Promising Newcomer To Leading Film Roles in 1979,Marybeth Hurt,False
1979,Film | Most Promising Newcomer To Leading Film Roles in 1979,Melanie Mayron,False
1979,Film | Outstanding British Contribution To Cinema in 1979,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zorin Perisic, Wally Veevers",True
1979,Film | Production Design in 1979,Close Encounters Of The Third Kind,True
1979,Film | Production Design in 1979,Julia,False
1979,Film | Production Design in 1979,Star Wars,False
1979,Film | Production Design in 1979,Superman,False
1979,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1979",The Silent Witness,True
1979,Film | Screenplay in 1979,Julia,True
1979,Film | Screenplay in 1979,Close Encounters Of The Third Kind,False
1979,Film | Screenplay in 1979,The Goodbye Girl,False
1979,Film | Screenplay in 1979,A Wedding,False
1979,Film | Short Factual Film in 1979,Hokusai: An Animated Sketchbook,True
1979,Film | Short Factual Film in 1979,I'll Find A Way,False
1979,Film | Short Factual Film in 1979,Planet Water,False
1979,Film | Short Factual Film in 1979,Sunday Muddy Sunday,False
1979,Film | Short Fictional Film in 1979,Category not awarded this year,True
1979,Film | Soundtrack in 1979,Star Wars,True
1979,Film | Soundtrack in 1979,Close Encounters Of The Third Kind,False
1979,Film | Soundtrack in 1979,Saturday Night Fever,False
1979,Film | Soundtrack in 1979,Superman,False
1979,Film | Specialised Film in 1979,Twenty Times More Likely,True
1979,Film | Specialised Film in 1979,How A Man Schall Be Armyd,False
1979,Film | Specialised Film in 1979,Play Safe,False
1979,Film | Specialised Film in 1979,Leonard Lewis,False
1979,Film | Supporting Actor in 1979,John Hurt,True
1979,Film | Supporting Actor in 1979,Gene Hackman,False
1979,Film | Supporting Actor in 1979,Jason Robards,False
1979,Film | Supporting Actor in 1979,François Truffaut,False
1979,Film | Supporting Actress in 1979,Geraldine Page,True
1979,Film | Supporting Actress in 1979,Angela Lansbury,False
1979,Film | Supporting Actress in 1979,Maggie Smith,False
1979,Film | Supporting Actress in 1979,Mona Washbourne,False
1980,Film | Actor in 1980,Jack Lemmon,True
1980,Film | Actor in 1980,Woody Allen,False
1980,Film | Actor in 1980,Robert De Niro,False
1980,Film | Actor in 1980,Martin Sheen,False
1980,Film | Actress in 1980,Jane Fonda,True
1980,Film | Actress in 1980,Diane Keaton,False
1980,Film | Actress in 1980,Maggie Smith,False
1980,Film | Actress in 1980,Meryl Streep,False
1980,Film | Anthony Asquith Award for Original Film Music in 1980,Days Of Heaven,True
1980,Film | Anthony Asquith Award for Original Film Music in 1980,Alien,False
1980,Film | Anthony Asquith Award for Original Film Music in 1980,Apocalypse Now,False
1980,Film | Anthony Asquith Award for Original Film Music in 1980,Yanks,False
1980,Film | Cinematography in 1980,The Deer Hunter,True
1980,Film | Cinematography in 1980,Apocalypse Now,False
1980,Film | Cinematography in 1980,Manhattan,False
1980,Film | Cinematography in 1980,Yanks,False
1980,Film | Costume Design in 1980,Yanks,True
1980,Film | Costume Design in 1980,Agatha,False
1980,Film | Costume Design in 1980,Alien,False
1980,Film | Costume Design in 1980,The Europeans,False
1980,Film | Direction in 1980,Apocalypse Now,True
1980,Film | Direction in 1980,The Deer Hunter,False
1980,Film | Direction in 1980,Manhattan,False
1980,Film | Direction in 1980,Yanks,False
1980,Film | Fellowship in 1980,John Huston,True
1980,Film | Film in 1980,Manhattan,True
1980,Film | Film in 1980,Apocalypse Now,False
1980,Film | Film in 1980,The China Syndrome,False
1980,Film | Film in 1980,The Deer Hunter,False
1980,Film | Film Editing in 1980,The Deer Hunter,True
1980,Film | Film Editing in 1980,Alien,False
1980,Film | Film Editing in 1980,Apocalypse Now,False
1980,Film | Film Editing in 1980,Manhattan,False
1980,Film | Most Promising Newcomer To Leading Film Roles in 1980,Dennis Christopher,True
1980,Film | Most Promising Newcomer To Leading Film Roles in 1980,Gary Busey,False
1980,Film | Most Promising Newcomer To Leading Film Roles in 1980,Sigourney Weaver,False
1980,Film | Most Promising Newcomer To Leading Film Roles in 1980,Ray Winstone,False
1980,Film | Outstanding British Contribution To Cinema in 1980,The Children's Film Foundation,True
1980,Film | Production Design in 1980,Alien,True
1980,Film | Production Design in 1980,Apocalypse Now,False
1980,Film | Production Design in 1980,The Europeans,False
1980,Film | Production Design in 1980,Yanks,False
1980,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1980",The Tree Of Wooden Clogs,True
1980,Film | Screenplay in 1980,Manhattan,True
1980,Film | Screenplay in 1980,The China Syndrome,False
1980,Film | Screenplay in 1980,The Deer Hunter,False
1980,Film | Screenplay in 1980,Yanks,False
1980,Film | Short Film in 1980,Butch Minds The Baby,True
1980,Film | Short Film in 1980,Dilemma,False
1980,Film | Short Film in 1980,Dream Doll,False
1980,Film | Short Film in 1980,Mr Pascal,False
1980,Film | Soundtrack in 1980,Alien,True
1980,Film | Soundtrack in 1980,Apocalypse Now,False
1980,Film | Soundtrack in 1980,The Deer Hunter,False
1980,Film | Soundtrack in 1980,Manhattan,False
1980,Film | Supporting Actor in 1980,Robert Duvall,True
1980,Film | Supporting Actor in 1980,Denholm Elliott,False
1980,Film | Supporting Actor in 1980,John Hurt,False
1980,Film | Supporting Actor in 1980,Christopher Walken,False
1980,Film | Supporting Actress in 1980,Rachel Roberts,True
1980,Film | Supporting Actress in 1980,Lisa Eichhorn,False
1980,Film | Supporting Actress in 1980,Mariel Hemingway,False
1980,Film | Supporting Actress in 1980,Meryl Streep,False
1981,Film | Actor in 1981,John Hurt,True
1981,Film | Actor in 1981,Dustin Hoffman,False
1981,Film | Actor in 1981,Roy Scheider,False
1981,Film | Actor in 1981,Peter Sellers,False
1981,Film | Actress in 1981,Judy Davis,True
1981,Film | Actress in 1981,Shirley MacLaine,False
1981,Film | Actress in 1981,Bette Midler,False
1981,Film | Actress in 1981,Meryl Streep,False
1981,Film | Animated Film in 1981,The Three Inventors,True
1981,Film | Animated Film in 1981,Bio Woman,False
1981,Film | Animated Film in 1981,The Cube,False
1981,Film | Animated Film in 1981,Seaside Woman,False
1981,Film | Cinematography in 1981,All That Jazz,True
1981,Film | Cinematography in 1981,The Black Stallion,False
1981,Film | Cinematography in 1981,The Elephant Man,False
1981,Film | Cinematography in 1981,Kagemusha,False
1981,Film | Costume Design in 1981,Kagemusha,True
1981,Film | Costume Design in 1981,All That Jazz,False
1981,Film | Costume Design in 1981,Don Giovanni,False
1981,Film | Costume Design in 1981,Flash Gordon,False
1981,Film | Direction in 1981,Kagemusha,True
1981,Film | Direction in 1981,The Elephant Man,False
1981,Film | Direction in 1981,Fame,False
1981,Film | Direction in 1981,Kramer Vs Kramer,False
1981,Film | Editing in 1981,All That Jazz,True
1981,Film | Editing in 1981,The Elephant Man,False
1981,Film | Editing in 1981,Fame,False
1981,Film | Editing in 1981,Kramer Vs Kramer,False
1981,Film | Fellowship in 1981,Emeric Pressburger,True
1981,Film | Fellowship in 1981,Michael Powell,True
1981,Film | Fellowship in 1981,Abel Gance,True
1981,Film | Film in 1981,The Elephant Man,True
1981,Film | Film in 1981,Being There,False
1981,Film | Film in 1981,Kagemusha,False
1981,Film | Film in 1981,Kramer Vs Kramer,False
1981,Film | Most Promising Newcomer To Leading Film Roles in 1981,Judy Davis,True
1981,Film | Most Promising Newcomer To Leading Film Roles in 1981,Sonia Braga,False
1981,Film | Most Promising Newcomer To Leading Film Roles in 1981,Gordon Sinclair,False
1981,Film | Most Promising Newcomer To Leading Film Roles in 1981,Debra Winger,False
1981,Film | Original Film Music in 1981,The Empire Strikes Back,True
1981,Film | Original Film Music in 1981,Breaking Glass,False
1981,Film | Original Film Music in 1981,Fame,False
1981,Film | Original Film Music in 1981,Flash Gordon,False
1981,Film | Outstanding British Contribution To Cinema in 1981,Kevin Brownlow,True
1981,Film | Production Design in 1981,The Elephant Man,True
1981,Film | Production Design in 1981,All That Jazz,False
1981,Film | Production Design in 1981,The Empire Strikes Back,False
1981,Film | Production Design in 1981,Flash Gordon,False
1981,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1981",Category not awarded this year,True
1981,Film | Screenplay in 1981,Being There,True
1981,Film | Screenplay in 1981,Airplane!,False
1981,Film | Screenplay in 1981,The Elephant Man,False
1981,Film | Screenplay in 1981,Kramer Vs Kramer,False
1981,Film | Short Film in 1981,Sredni Vashtar,True
1981,Film | Short Film in 1981,Box On,False
1981,Film | Short Film in 1981,Dollor Bottom,False
1981,Film | Short Film in 1981,Possessions,False
1981,Film | Sound in 1981,Fame,True
1981,Film | Sound in 1981,All That Jazz,False
1981,Film | Sound in 1981,Don Giovanni,False
1981,Film | Sound in 1981,The Empire Strikes Back,False
1981,Film | Sound in 1981,The Rose,False
1981,Film | Special Award in 1981,Jimmy Wright,True
1982,Film | Actor in 1982,Burt Lancaster,True
1982,Film | Actor in 1982,Robert De Niro,False
1982,Film | Actor in 1982,Bob Hoskins,False
1982,Film | Actor in 1982,Jeremy Irons,False
1982,Film | Actress in 1982,Meryl Streep,True
1982,Film | Actress in 1982,Mary Tyler Moore,False
1982,Film | Actress in 1982,Maggie Smith,False
1982,Film | Actress in 1982,Sissy Spacek,False
1982,Film | Animated Film in 1982,The Sweater,True
1982,Film | Animated Film in 1982,Beginnings,False
1982,Film | Animated Film in 1982,Creole,False
1982,Film | Cinematography in 1982,Tess,True
1982,Film | Cinematography in 1982,Chariots Of Fire,False
1982,Film | Cinematography in 1982,The French Lieutenant's Woman,False
1982,Film | Cinematography in 1982,Raiders Of The Lost Ark,False
1982,Film | Costume Design in 1982,Chariots Of Fire,True
1982,Film | Costume Design in 1982,Excalibur,False
1982,Film | Costume Design in 1982,The French Lieutenant's Woman,False
1982,Film | Costume Design in 1982,Tess,False
1982,Film | Direction in 1982,Atlantic City,True
1982,Film | Direction in 1982,Chariots Of Fire,False
1982,Film | Direction in 1982,The French Lieutenant's Woman,False
1982,Film | Direction in 1982,Gregory's Girl,False
1982,Film | Editing in 1982,Raging Bull,True
1982,Film | Editing in 1982,Chariots Of Fire,False
1982,Film | Editing in 1982,The French Lieutenant's Woman,False
1982,Film | Editing in 1982,Raiders Of The Lost Ark,False
1982,Film | Fellowship in 1982,Andrzej Wajda,True
1982,Film | Film in 1982,Chariots Of Fire,True
1982,Film | Film in 1982,Atlantic City,False
1982,Film | Film in 1982,The French Lieutenant's Woman,False
1982,Film | Film in 1982,Gregory's Girl,False
1982,Film | Film in 1982,Raiders Of The Lost Ark,False
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Joe Pesci,True
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Klaus Maria Brandauer,False
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Timothy Hutton,False
1982,Film | Most Promising Newcomer To Leading Film Roles in 1982,Cathy Moriarty,False
1982,Film | Original Film Music in 1982,The French Lieutenant's Woman,True
1982,Film | Original Film Music in 1982,Arthur,False
1982,Film | Original Film Music in 1982,Chariots Of Fire,False
1982,Film | Original Film Music in 1982,Raiders Of The Lost Ark,False
1982,Film | Outstanding British Contribution To Cinema in 1982,David Puttnam,True
1982,Film | Production Design in 1982,Raiders Of The Lost Ark,True
1982,Film | Production Design in 1982,Chariots Of Fire,False
1982,Film | Production Design in 1982,The French Lieutenant's Woman,False
1982,Film | Production Design in 1982,Tess,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Soldier Girls,True
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Best Boy,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",The Life And Times Of Rosie The Riverter,False
1982,"Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1982",Return Journey,False
1982,Film | Screenplay in 1982,Gregory's Girl,True
1982,Film | Screenplay in 1982,Atlantic City,False
1982,Film | Screenplay in 1982,Chariots Of Fire,False
1982,Film | Screenplay in 1982,The French Lieutenant's Woman,False
1982,Film | Short Film in 1982,Recluse,True
1982,Film | Short Film in 1982,Couples And Robbers,False
1982,Film | Short Film in 1982,Towers Of Babel,False
1982,Film | Sound in 1982,The French Lieutenant's Woman,True
1982,Film | Sound in 1982,Chariots Of Fire,False
1982,Film | Sound in 1982,Coal Miner's Daughter,False
1982,Film | Sound in 1982,Raiders Of The Lost Ark,False
1982,Film | Supporting Artist in 1982,Ian Holm,True
1982,Film | Supporting Artist in 1982,Denholm Elliott,False
1982,Film | Supporting Artist in 1982,John Gielgud,False
1982,Film | Supporting Artist in 1982,Nigel Havers,False
1983,Film | Actor in 1983,Ben Kingsley,True
1983,Film | Actor in 1983,Warren Beatty,False
1983,Film | Actor in 1983,Albert Finney,False
1983,Film | Actor in 1983,Henry Fonda,False
1983,Film | Actor in 1983,Jack Lemmon,False
1983,Film | Actress in 1983,Katharine Hepburn,True
1983,Film | Actress in 1983,Diane Keaton,False
1983,Film | Actress in 1983,Jennifer Kendal,False
1983,Film | Actress in 1983,Sissy Spacek,False
1983,Film | Cinematography in 1983,Blade Runner,True
1983,Film | Cinematography in 1983,ET: The Extra-Terrestrial,False
1983,Film | Cinematography in 1983,Gandhi,False
1983,Film | Cinematography in 1983,Reds,False
1983,Film | Costume Design in 1983,Blade Runner,True
1983,Film | Costume Design in 1983,Draughtsman's Contract,False
1983,Film | Costume Design in 1983,Gandhi,False
1983,Film | Costume Design in 1983,Reds,False
1983,Film | Direction in 1983,Gandhi,True
1983,Film | Direction in 1983,ET: The Extra-Terrestrial,False
1983,Film | Direction in 1983,Missing,False
