year,category,nominee,winner
2018,Film | Production Design in 2018,The Shape of Water,True
2018,Film | Production Design in 2018,Beauty and the Beast,False
2018,Film | Production Design in 2018,Blade Runner 2049,False
2018,Film | Production Design in 2018,Darkest Hour,False
2018,Film | Production Design in 2018,Dunkirk,False
2018,Film | Sound in 2018,Dunkirk,True
2018,Film | Sound in 2018,Baby Driver,False
2018,Film | Sound in 2018,Blade Runner 2049,False
2018,Film | Sound in 2018,The Shape of Water,False
2018,Film | Sound in 2018,Star Wars: The Last Jedi,False
2018,Film | Special Visual Effects in 2018,Blade Runner 2049,True
2018,Film | Special Visual Effects in 2018,Dunkirk,False
2018,Film | Special Visual Effects in 2018,The Shape of Water,False
2018,Film | Special Visual Effects in 2018,Star Wars: The Last Jedi,False
2018,Film | Special Visual Effects in 2018,War for the Planet of the Apes,False
2018,Film | Supporting Actor in 2018,Sam Rockwell,True
2018,Film | Supporting Actor in 2018,Christopher Plummer,False
2018,Film | Supporting Actor in 2018,Hugh Grant,False
2018,Film | Supporting Actor in 2018,Willem Dafoe,False
2018,Film | Supporting Actor in 2018,Woody Harrelson,False
2018,Film | Supporting Actress in 2018,Allison Janney,True
2018,Film | Supporting Actress in 2018,Kristin Scott Thomas,False
2018,Film | Supporting Actress in 2018,Laurie Metcalf,False
2018,Film | Supporting Actress in 2018,Lesley Manville,False
2018,Film | Supporting Actress in 2018,Octavia Spencer,False
2019,Film | Adapted Screenplay in 2019,BlacKkKlansman,True
2019,Film | Adapted Screenplay in 2019,Can You Ever Forgive Me?,False
2019,Film | Adapted Screenplay in 2019,First Man,False
2019,Film | Adapted Screenplay in 2019,If Beale Street Could Talk,False
2019,Film | Adapted Screenplay in 2019,A Star Is Born,False
2019,Film | Animated Film in 2019,Spider-Man: Into The Spider-Verse,True
2019,Film | Animated Film in 2019,Incredibles 2,False
2019,Film | Animated Film in 2019,Isle of Dogs,False
2019,Film | Best Film in 2019,Roma,True
2019,Film | Best Film in 2019,BlacKkKlansman,False
2019,Film | Best Film in 2019,The Favourite,False
2019,Film | Best Film in 2019,Green Book,False
2019,Film | Best Film in 2019,A Star Is Born,False
2019,Film | British Short Animation in 2019,Roughhouse,True
2019,Film | British Short Animation in 2019,I'm OK,False
2019,Film | British Short Animation in 2019,Marfa,False
2019,Film | British Short Film in 2019,73 Cows,True
2019,Film | British Short Film in 2019,"Bachelor, 38",False
2019,Film | British Short Film in 2019,The Blue Door,False
2019,Film | British Short Film in 2019,The Field,False
2019,Film | British Short Film in 2019,Wale,False
2019,Film | Cinematography in 2019,Roma,True
2019,Film | Cinematography in 2019,Bohemian Rhapsody,False
2019,Film | Cinematography in 2019,Cold War,False
2019,Film | Cinematography in 2019,The Favourite,False
2019,Film | Cinematography in 2019,First Man,False
2019,Film | Costume Design in 2019,The Favourite,True
2019,Film | Costume Design in 2019,The Ballad of Buster Scruggs,False
2019,Film | Costume Design in 2019,Bohemian Rhapsody,False
2019,Film | Costume Design in 2019,Mary Poppins Returns,False
2019,Film | Costume Design in 2019,Mary Queen of Scots,False
2019,Film | Director in 2019,Roma,True
2019,Film | Director in 2019,BlacKkKlansman,False
2019,Film | Director in 2019,Cold War,False
2019,Film | Director in 2019,The Favourite,False
2019,Film | Director in 2019,A Star Is Born,False
2019,Film | Documentary in 2019,Free Solo,True
2019,Film | Documentary in 2019,McQueen,False
2019,Film | Documentary in 2019,RBG,False
2019,Film | Documentary in 2019,They Shall Not Grow Old,False
2019,Film | Documentary in 2019,Three Identical Strangers,False
2019,Film | EE Rising Star Award in 2019,Letitia Wright,True
2019,Film | EE Rising Star Award in 2019,Barry Keoghan,False
2019,Film | EE Rising Star Award in 2019,Cynthia Erivo,False
2019,Film | EE Rising Star Award in 2019,Jessie Buckley,False
2019,Film | EE Rising Star Award in 2019,Lakeith Stanfield,False
2019,Film | Editing in 2019,Vice,True
2019,Film | Editing in 2019,Bohemian Rhapsody,False
2019,Film | Editing in 2019,The Favourite,False
2019,Film | Editing in 2019,First Man,False
2019,Film | Editing in 2019,Roma,False
2019,Film | Fellowship in 2019,Thelma Schoonmaker,True
2019,Film | Film Not in the English Language in 2019,Roma,True
2019,Film | Film Not in the English Language in 2019,Capernaum,False
2019,Film | Film Not in the English Language in 2019,Cold War,False
2019,Film | Film Not in the English Language in 2019,Dogman,False
2019,Film | Film Not in the English Language in 2019,Shoplifters,False
2019,Film | Leading Actor in 2019,Rami Malek,True
2019,Film | Leading Actor in 2019,Bradley Cooper,False
2019,Film | Leading Actor in 2019,Christian Bale,False
2019,Film | Leading Actor in 2019,Steve Coogan,False
2019,Film | Leading Actor in 2019,Viggo Mortensen,False
2019,Film | Leading Actress in 2019,Olivia Colman,True
2019,Film | Leading Actress in 2019,Glenn Close,False
2019,Film | Leading Actress in 2019,Lady Gaga,False
2019,Film | Leading Actress in 2019,Melissa McCarthy,False
2019,Film | Leading Actress in 2019,Viola Davis,False
2019,Film | Make Up and Hair in 2019,The Favourite,True
2019,Film | Make Up and Hair in 2019,Bohemian Rhapsody,False
2019,Film | Make Up and Hair in 2019,Mary Queen of Scots,False
2019,Film | Make Up and Hair in 2019,Stan & Ollie,False
2019,Film | Make Up and Hair in 2019,Vice,False
2019,Film | Original Music in 2019,A Star Is Born,True
2019,Film | Original Music in 2019,BlacKkKlansman,False
2019,Film | Original Music in 2019,If Beale Street Could Talk,False
2019,Film | Original Music in 2019,Isle of Dogs,False
2019,Film | Original Music in 2019,Mary Poppins Returns,False
2019,Film | Original Screenplay in 2019,The Favourite,True
2019,Film | Original Screenplay in 2019,Cold War,False
2019,Film | Original Screenplay in 2019,Green Book,False
2019,Film | Original Screenplay in 2019,Roma,False
2019,Film | Original Screenplay in 2019,Vice,False
2019,Film | Outstanding British Contribution to Cinema in 2019,Elizabeth Karlsen and Stephen Woolley,True
2019,Film | Outstanding British Film in 2019,The Favourite,True
2019,Film | Outstanding British Film in 2019,Beast,False
2019,Film | Outstanding British Film in 2019,Bohemian Rhapsody,False
2019,Film | Outstanding British Film in 2019,McQueen,False
2019,Film | Outstanding British Film in 2019,Stan & Ollie,False
2019,Film | Outstanding British Film in 2019,You Were Never Really Here,False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Beast,True
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Apostasy,False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",A Cambodian Spring,False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Pili,False
2019,"Film | Outstanding Debut by a British Writer, Director or Producer in 2019",Ray & Liz,False
2019,Film | Production Design in 2019,The Favourite,True
2019,Film | Production Design in 2019,Fantastic Beasts: The Crimes of Grindelwald,False
2019,Film | Production Design in 2019,First Man,False
2019,Film | Production Design in 2019,Mary Poppins Returns,False
2019,Film | Production Design in 2019,Roma,False
2019,Film | Sound in 2019,Bohemian Rhapsody,True
2019,Film | Sound in 2019,First Man,False
2019,Film | Sound in 2019,Mission: Impossible - Fallout,False
2019,Film | Sound in 2019,A Quiet Place,False
2019,Film | Sound in 2019,A Star Is Born,False
2019,Film | Special Visual Effects in 2019,Black Panther,True
2019,Film | Special Visual Effects in 2019,Avengers: Infinity War,False
2019,Film | Special Visual Effects in 2019,Fantastic Beasts: The Crimes of Grindelwald,False
