year,category,winner,nominee
2013,Best Performance by an Actress In A Television Series - Drama,False,Damages
2013,Best Performance by an Actress In A Television Series - Drama,False,The Good Wife
2013,Best Performance by an Actor In A Television Series - Drama,True,Homeland
2013,Best Performance by an Actor In A Television Series - Drama,False,Boardwalk Empire
2013,Best Performance by an Actor In A Television Series - Drama,False,Breaking Bad
2013,Best Performance by an Actor In A Television Series - Drama,False,"Newsroom, The"
2013,Best Performance by an Actor In A Television Series - Drama,False,Mad Men
2013,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Girls
2013,Best Performance by an Actress in a Television Series - Musical or Comedy,False,30 Rock
2013,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Parks And Recreation
2013,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veep
2013,Best Performance by an Actress in a Television Series - Musical or Comedy,False,New Girl
2013,Best Performance by an Actor in a Television Series - Musical or Comedy,True,House of Lies
2013,Best Performance by an Actor in a Television Series - Musical or Comedy,False,30 Rock
2013,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Episodes
2013,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Louie
2013,Best Performance by an Actor in a Television Series - Musical or Comedy,False,"Big Bang Theory, The"
2013,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Downton Abbey
2013,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Modern Family
2013,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,The Good Wife
2013,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Nashville ( TV )
2013,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Game Change
2013,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Game Change
2013,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Modern Family
2013,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,New Girl
2013,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Magic City
2013,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Homeland
2013,Cecil B. deMille Award,False,Jodie Foster
2014,Best Motion Picture - Drama,True,12 Years a Slave
2014,Best Motion Picture - Drama,False,Captain Phillips
2014,Best Motion Picture - Drama,False,Gravity
2014,Best Motion Picture - Drama,False,Philomena
2014,Best Motion Picture - Drama,False,Rush
2014,Best Motion Picture - Musical or Comedy,True,American Hustle
2014,Best Motion Picture - Musical or Comedy,False,Nebraska
2014,Best Motion Picture - Musical or Comedy,False,Inside Llewyn Davis
2014,Best Motion Picture - Musical or Comedy,False,Her
2014,Best Motion Picture - Musical or Comedy,False,"Wolf of Wall Street, The"
2014,Best Performance by an Actress in a Motion Picture - Drama,True,Blue Jasmine
2014,Best Performance by an Actress in a Motion Picture - Drama,False,Gravity
2014,Best Performance by an Actress in a Motion Picture - Drama,False,Philomena
2014,Best Performance by an Actress in a Motion Picture - Drama,False,Labor Day
2014,Best Performance by an Actress in a Motion Picture - Drama,False,Saving Mr. Banks
2014,Best Performance by an Actor in a Motion Picture - Drama,True,Dallas Buyers Club
2014,Best Performance by an Actor in a Motion Picture - Drama,False,All Is Lost
2014,Best Performance by an Actor in a Motion Picture - Drama,False,12 Years a Slave
2014,Best Performance by an Actor in a Motion Picture - Drama,False,Captain Phillips
2014,Best Performance by an Actor in a Motion Picture - Drama,False,Mandela: Long Walk to Freedom
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,American Hustle
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Enough Said
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Frances Ha
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,August: Osage County
2014,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Before Midnight
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,"Wolf of Wall Street, The"
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,American Hustle
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Nebraska
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Inside Llewyn Davis
2014,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Her
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,American Hustle
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Blue Jasmine
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,12 Years a Slave
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Nebraska
2014,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,August: Osage County
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Dallas Buyers Club
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,12 Years a Slave
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Captain Phillips
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Rush
2014,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,American Hustle
2014,Best Director - Motion Picture,True,Gravity
2014,Best Director - Motion Picture,False,12 Years a Slave
2014,Best Director - Motion Picture,False,Captain Phillips
2014,Best Director - Motion Picture,False,American Hustle
2014,Best Director - Motion Picture,False,Nebraska
2014,Best Screenplay - Motion Picture,True,Her
2014,Best Screenplay - Motion Picture,False,12 Years a Slave
2014,Best Screenplay - Motion Picture,False,Philomena
2014,Best Screenplay - Motion Picture,False,American Hustle
2014,Best Screenplay - Motion Picture,False,Nebraska
2014,Best Motion Picture - Animated,True,Frozen
2014,Best Motion Picture - Animated,False,Despicable Me 2
2014,Best Motion Picture - Animated,False,"Croods, The"
2014,Best Motion Picture - Foreign Language,True,"Italy, Paolo Sorrentino"
2014,Best Motion Picture - Foreign Language,False,"France, Abdellatif Kechiche"
2014,Best Motion Picture - Foreign Language,False,"Denmark, Thomas Vinterberg"
2014,Best Motion Picture - Foreign Language,False,"Iran, Asghar Farhadi "
2014,Best Motion Picture - Foreign Language,False,"Japan, Hayao Miyazaki"
2014,Best Original Score - Motion Picture,True,All Is Lost
2014,Best Original Score - Motion Picture,False,The Book Thief
2014,Best Original Score - Motion Picture,False,12 Years a Slave
2014,Best Original Score - Motion Picture,False,Gravity
2014,Best Original Score - Motion Picture,False,Mandela: Long Walk to Freedom
2014,Best Original Song - Motion Picture,True,Mandela: Long Walk to Freedom
2014,Best Original Song - Motion Picture,False,Inside Llewyn Davis
2014,Best Original Song - Motion Picture,False,Frozen
2014,Best Original Song - Motion Picture,False,One Chance
2014,Best Original Song - Motion Picture,False,The Hunger Games: Catching Fire
2014,Best Television Series - Drama,True,Breaking Bad
2014,Best Television Series - Drama,False,The Good Wife
2014,Best Television Series - Drama,False,House of Cards
2014,Best Television Series - Drama,False,Masters of Sex
2014,Best Television Series - Drama,False,Downton Abbey
2014,Best Television Series - Musical or Comedy,True,Brooklyn Nine-Nine
2014,Best Television Series - Musical or Comedy,False,Girls
2014,Best Television Series - Musical or Comedy,False,Modern Family
2014,Best Television Series - Musical or Comedy,False,Parks And Recreation
2014,Best Television Series - Musical or Comedy,False,"Big Bang Theory, The"
2014,Best Television Limited Series or Motion Picture Made for Television,True,Behind the Candelabra
2014,Best Television Limited Series or Motion Picture Made for Television,False,American Horror Story: Coven
2014,Best Television Limited Series or Motion Picture Made for Television,False,Top of the Lake
2014,Best Television Limited Series or Motion Picture Made for Television,False,Dancing on the Edge
2014,Best Television Limited Series or Motion Picture Made for Television,False,The White Queen
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,Top of the Lake
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,The White Queen
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,American Horror Story: Coven
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Burton and Taylor
2014,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Phil Spector
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Behind the Candelabra
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Phil Spector
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Behind the Candelabra
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Dancing on the Edge
2014,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Luther
2014,Best Performance by an Actress In A Television Series - Drama,True,House of Cards
2014,Best Performance by an Actress In A Television Series - Drama,False,Orange is the New Black
2014,Best Performance by an Actress In A Television Series - Drama,False,Orphan Black
2014,Best Performance by an Actress In A Television Series - Drama,False,Scandal (TV)
2014,Best Performance by an Actress In A Television Series - Drama,False,The Good Wife
2014,Best Performance by an Actor In A Television Series - Drama,True,Breaking Bad
2014,Best Performance by an Actor In A Television Series - Drama,False,Ray Donovan
2014,Best Performance by an Actor In A Television Series - Drama,False,"Blacklist, The"
2014,Best Performance by an Actor In A Television Series - Drama,False,House of Cards
2014,Best Performance by an Actor In A Television Series - Drama,False,Masters of Sex
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Parks And Recreation
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Girls
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,False,New Girl
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Nurse Jackie
2014,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veep
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Brooklyn Nine-Nine
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,False,"Michael J. Fox Show, The"
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,False,"Big Bang Theory, The"
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Arrested Development
2014,Best Performance by an Actor in a Television Series - Musical or Comedy,False,House of Lies
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Dancing on the Edge
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,The White Queen
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Modern Family
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Nashville ( TV )
2014,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Parenthood (TV)
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Ray Donovan
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Behind the Candelabra
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,House of Cards
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Breaking Bad
2014,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,The Good Wife
2014,Cecil B. deMille Award,False,Woody Allen
2015,Best Motion Picture - Drama,True,Boyhood
2015,Best Motion Picture - Drama,False,The Imitation Game
2015,Best Motion Picture - Drama,False,Selma
2015,Best Motion Picture - Drama,False,Foxcatcher
2015,Best Motion Picture - Drama,False,The Theory of Everything
2015,Best Motion Picture - Musical or Comedy,True,"Grand Budapest Hotel, The"
2015,Best Motion Picture - Musical or Comedy,False,Into the Woods
2015,Best Motion Picture - Musical or Comedy,False,St. Vincent
2015,Best Motion Picture - Musical or Comedy,False,Pride
2015,Best Motion Picture - Musical or Comedy,False,Birdman
2015,Best Performance by an Actress in a Motion Picture - Drama,True,Still Alice
2015,Best Performance by an Actress in a Motion Picture - Drama,False,Cake
2015,Best Performance by an Actress in a Motion Picture - Drama,False,The Theory of Everything
2015,Best Performance by an Actress in a Motion Picture - Drama,False,Gone Girl
2015,Best Performance by an Actress in a Motion Picture - Drama,False,Wild
2015,Best Performance by an Actor in a Motion Picture - Drama,True,The Theory of Everything
2015,Best Performance by an Actor in a Motion Picture - Drama,False,Foxcatcher
2015,Best Performance by an Actor in a Motion Picture - Drama,False,Nightcrawler
2015,Best Performance by an Actor in a Motion Picture - Drama,False,The Imitation Game
2015,Best Performance by an Actor in a Motion Picture - Drama,False,Selma
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,Big Eyes
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Into the Woods
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,"Hundred-Foot Journey, The"
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Maps To The Stars
2015,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Annie (2014)
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,Birdman
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Grand Budapest Hotel, The"
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Big Eyes
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,St. Vincent
2015,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Inherent Vice
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Boyhood
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Birdman
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,The Imitation Game
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Into the Woods
2015,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,A Most Violent Year
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Whiplash
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Foxcatcher
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,"Judge, The"
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Boyhood
2015,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Birdman
2015,Best Director - Motion Picture,True,Boyhood
2015,Best Director - Motion Picture,False,Birdman
2015,Best Director - Motion Picture,False,Gone Girl
2015,Best Director - Motion Picture,False,"Grand Budapest Hotel, The"
2015,Best Director - Motion Picture,False,Selma
2015,Best Screenplay - Motion Picture,True,Birdman
2015,Best Screenplay - Motion Picture,False,The Imitation Game
2015,Best Screenplay - Motion Picture,False,Gone Girl
2015,Best Screenplay - Motion Picture,False,"Grand Budapest Hotel, The"
2015,Best Screenplay - Motion Picture,False,Boyhood
2015,Best Motion Picture - Animated,True,How to Train Your Dragon 2
2015,Best Motion Picture - Animated,False,Big Hero 6
2015,Best Motion Picture - Animated,False,"Book of Life, The"
2015,Best Motion Picture - Animated,False,"Boxtrolls, The"
2015,Best Motion Picture - Animated,False,"LEGO Movie, The"
2015,Best Motion Picture - Foreign Language,True,"Russia, Andrey Zvyagintsev "
2015,Best Motion Picture - Foreign Language,False,"Israel, Ronit Elkabetz, Shlomi Elkabetz"
2015,Best Motion Picture - Foreign Language,False,"Poland, Denmark, Pawel Pawlikowski"
2015,Best Motion Picture - Foreign Language,False,"Estonia, Zaza Urushadze"
2015,Best Motion Picture - Foreign Language,False,"Sweden, Ruben Östlund"
2015,Best Original Score - Motion Picture,True,The Theory of Everything
2015,Best Original Score - Motion Picture,False,Birdman
2015,Best Original Score - Motion Picture,False,The Imitation Game
2015,Best Original Score - Motion Picture,False,Gone Girl
2015,Best Original Score - Motion Picture,False,Interstellar
2015,Best Original Song - Motion Picture,True,Selma
2015,Best Original Song - Motion Picture,False,Big Eyes
2015,Best Original Song - Motion Picture,False,The Hunger Games: Mockingjay - Part 1
2015,Best Original Song - Motion Picture,False,Noah
2015,Best Original Song - Motion Picture,False,Annie (2014)
2015,Best Television Series - Drama,True,"Affair, The"
2015,Best Television Series - Drama,False,House of Cards
2015,Best Television Series - Drama,False,Downton Abbey
2015,Best Television Series - Drama,False,Game of Thrones
2015,Best Television Series - Drama,False,The Good Wife
2015,Best Television Series - Musical or Comedy,True,Transparent
2015,Best Television Series - Musical or Comedy,False,Orange is the New Black
2015,Best Television Series - Musical or Comedy,False,Girls
2015,Best Television Series - Musical or Comedy,False,Jane The Virgin
2015,Best Television Series - Musical or Comedy,False,Silicon Valley
2015,Best Television Limited Series or Motion Picture Made for Television,True,Fargo
2015,Best Television Limited Series or Motion Picture Made for Television,False,True Detective
2015,Best Television Limited Series or Motion Picture Made for Television,False,The Normal Heart
2015,Best Television Limited Series or Motion Picture Made for Television,False,Olive Kitteridge
2015,Best Television Limited Series or Motion Picture Made for Television,False,The Missing
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,"Honourable Woman, The"
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Fargo
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Olive Kitteridge
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,American Horror Story: Freak Show
2015,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,The Missing
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Fargo
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,True Detective
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,True Detective
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,The Normal Heart
2015,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Fargo
2015,Best Performance by an Actress In A Television Series - Drama,True,"Affair, The"
2015,Best Performance by an Actress In A Television Series - Drama,False,The Good Wife
2015,Best Performance by an Actress In A Television Series - Drama,False,House of Cards
2015,Best Performance by an Actress In A Television Series - Drama,False,Homeland
2015,Best Performance by an Actress In A Television Series - Drama,False,How To Get Away With Murder
2015,Best Performance by an Actor In A Television Series - Drama,True,House of Cards
2015,Best Performance by an Actor In A Television Series - Drama,False,"Blacklist, The"
2015,Best Performance by an Actor In A Television Series - Drama,False,"Knick, The"
2015,Best Performance by an Actor In A Television Series - Drama,False,"Affair, The"
2015,Best Performance by an Actor In A Television Series - Drama,False,Ray Donovan
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Jane The Virgin
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Orange is the New Black
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Girls
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Nurse Jackie
2015,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veep
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Transparent
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Shameless
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Derek
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,False,House of Lies
2015,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Louie
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,Downton Abbey
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,True Detective
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Orange is the New Black
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,American Horror Story: Freak Show
2015,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Mom
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,The Normal Heart
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Olive Kitteridge
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Ray Donovan
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Fargo
2015,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",False,Alan Cumming
2015,Cecil B. deMille Award,False,George Clooney
2016,Best Motion Picture - Drama,True,The Revenant
2016,Best Motion Picture - Drama,False,Carol
2016,Best Motion Picture - Drama,False,Mad Max: Fury Road
2016,Best Motion Picture - Drama,False,Room
2016,Best Motion Picture - Drama,False,Spotlight
2016,Best Motion Picture - Musical or Comedy,True,The Martian
2016,Best Motion Picture - Musical or Comedy,False,Spy
2016,Best Motion Picture - Musical or Comedy,False,"Big Short, The"
2016,Best Motion Picture - Musical or Comedy,False,Trainwreck
2016,Best Motion Picture - Musical or Comedy,False,Joy
2016,Best Performance by an Actress in a Motion Picture - Drama,True,Room
2016,Best Performance by an Actress in a Motion Picture - Drama,False,Carol
2016,Best Performance by an Actress in a Motion Picture - Drama,False,Carol
2016,Best Performance by an Actress in a Motion Picture - Drama,False,The Danish Girl
2016,Best Performance by an Actress in a Motion Picture - Drama,False,Brooklyn
2016,Best Performance by an Actor in a Motion Picture - Drama,True,The Revenant
2016,Best Performance by an Actor in a Motion Picture - Drama,False,Concussion
2016,Best Performance by an Actor in a Motion Picture - Drama,False,Steve Jobs
2016,Best Performance by an Actor in a Motion Picture - Drama,False,The Danish Girl
2016,Best Performance by an Actor in a Motion Picture - Drama,False,Trumbo
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,True,Joy
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,"Lady in the Van, The"
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Trainwreck
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Grandma
2016,Best Performance by an Actress in a Motion Picture - Musical or Comedy,False,Spy
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,True,The Martian
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Danny Collins
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,Infinitely Polar Bear
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Big Short, The"
2016,Best Performance by an Actor in a Motion Picture - Musical or Comedy,False,"Big Short, The"
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,True,Steve Jobs
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Youth
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Ex Machina
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,The Hateful Eight
2016,Best Performance by an Actress in a Supporting Role in any Motion Picture,False,Trumbo
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,True,Creed
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,99 Homes
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Beasts of No Nation
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Bridge of Spies
2016,Best Performance by an Actor in a Supporting Role in any Motion Picture,False,Love & Mercy
2016,Best Director - Motion Picture,True,The Revenant
2016,Best Director - Motion Picture,False,The Martian
2016,Best Director - Motion Picture,False,Carol
2016,Best Director - Motion Picture,False,Mad Max: Fury Road
2016,Best Director - Motion Picture,False,Spotlight
2016,Best Screenplay - Motion Picture,True,Steve Jobs
2016,Best Screenplay - Motion Picture,False,Room
2016,Best Screenplay - Motion Picture,False,Spotlight
2016,Best Screenplay - Motion Picture,False,"Big Short, The"
2016,Best Screenplay - Motion Picture,False,The Hateful Eight
2016,Best Motion Picture - Animated,True,Inside Out
2016,Best Motion Picture - Animated,False,The Peanuts Movie
2016,Best Motion Picture - Animated,False,Anomalisa
2016,Best Motion Picture - Animated,False,Shaun the Sheep Movie
2016,Best Motion Picture - Animated,False,The Good Dinosaur
2016,Best Motion Picture - Foreign Language,True,"Hungary, László Nemes"
2016,Best Motion Picture - Foreign Language,False,"France, Deniz Gamze Ergüven"
2016,Best Motion Picture - Foreign Language,False,"Belgium, France, Luxembourg, Jaco Van Dormael"
2016,Best Motion Picture - Foreign Language,False,"Chile, Pablo Larraín"
2016,Best Motion Picture - Foreign Language,False,"Finland, Germany, Estonia, Klaus Härö"
2016,Best Original Score - Motion Picture,True,The Hateful Eight
2016,Best Original Score - Motion Picture,False,Carol
2016,Best Original Score - Motion Picture,False,Steve Jobs
2016,Best Original Score - Motion Picture,False,The Danish Girl
2016,Best Original Score - Motion Picture,False,The Revenant
2016,Best Original Song - Motion Picture,True,Spectre
2016,Best Original Song - Motion Picture,False,Fifty Shades of Grey
2016,Best Original Song - Motion Picture,False,Furious 7
2016,Best Original Song - Motion Picture,False,Love & Mercy
2016,Best Original Song - Motion Picture,False,Youth
2016,Best Television Series - Drama,True,Mr. Robot
2016,Best Television Series - Drama,False,Game of Thrones
2016,Best Television Series - Drama,False,Narcos
2016,Best Television Series - Drama,False,Outlander
2016,Best Television Series - Drama,False,Empire
2016,Best Television Series - Musical or Comedy,True,Mozart in the Jungle
2016,Best Television Series - Musical or Comedy,False,Casual
2016,Best Television Series - Musical or Comedy,False,Orange is the New Black
2016,Best Television Series - Musical or Comedy,False,Silicon Valley
2016,Best Television Series - Musical or Comedy,False,Transparent
2016,Best Television Series - Musical or Comedy,False,Veep
2016,Best Television Limited Series or Motion Picture Made for Television,True,Wolf Hall
2016,Best Television Limited Series or Motion Picture Made for Television,False,American Crime
2016,Best Television Limited Series or Motion Picture Made for Television,False,American Horror Story: Hotel
2016,Best Television Limited Series or Motion Picture Made for Television,False,Fargo
2016,Best Television Limited Series or Motion Picture Made for Television,False,Flesh & Bone
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,True,American Horror Story: Hotel
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Flesh & Bone
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,American Crime
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Bessie
2016,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,False,Fargo
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,True,Show Me a Hero
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Fargo
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Luther
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Nightingale
2016,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,False,Wolf Hall
2016,Best Performance by an Actress In A Television Series - Drama,True,Empire
2016,Best Performance by an Actress In A Television Series - Drama,False,Outlander
2016,Best Performance by an Actress In A Television Series - Drama,False,Penny Dreadful
2016,Best Performance by an Actress In A Television Series - Drama,False,House of Cards
2016,Best Performance by an Actress In A Television Series - Drama,False,How To Get Away With Murder
2016,Best Performance by an Actor In A Television Series - Drama,True,Mad Men
2016,Best Performance by an Actor In A Television Series - Drama,False,Narcos
2016,Best Performance by an Actor In A Television Series - Drama,False,Ray Donovan
2016,Best Performance by an Actor In A Television Series - Drama,False,Better Call Saul
2016,Best Performance by an Actor In A Television Series - Drama,False,Mr. Robot
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,True,Crazy Ex-Girlfriend
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Grace and Frankie
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Jane The Virgin
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Scream Queens
2016,Best Performance by an Actress in a Television Series - Musical or Comedy,False,Veep
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,True,Mozart in the Jungle
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Transparent
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Blunt Talk
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,False,Master of None
2016,Best Performance by an Actor in a Television Series - Musical or Comedy,False,The Grinder
2016,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",True,The Affair
